symbol,name,country,ipo_date,industry,mkt_cap
LBRT,Liberty Energy Inc,US,2018-01-12,,2345.615753
CIIG,CIIG Capital Partners II Inc,US,2021-09-15,,375.187485
UFPT,UFP Technologies Inc,US,1993-12-17,Health Care,957.5726909999997
HYZN,Hyzon Motors Inc,US,2020-10-22,Machinery,208.706901
APCX,AppTech Payments Corp,US,2022-01-05,Financial Services,29.502316999999998
SYM,Symbotic Inc,US,2021-03-11,,1530.2149819999993
SRCL,Stericycle Inc,US,1996-08-01,Commercial Services & Supplies,3848.8856659999997
OBT,Orange County Bancorp Inc,US,2001-07-31,Banking,231.945806
CWAN,Clearwater Analytics Holdings Inc,US,2021-09-24,Technology,3787.378926
FIAC,Focus Impact Acquisition Corp,US,2021-10-28,,298.71251
OBLG,Oblong Inc,US,1995-06-16,Technology,3.2806599999999997
AEAE,AltEnergy Acquisition Corp,US,2021-10-29,,298.137497
MG,Mistras Group Inc,US,2009-10-08,Professional Services,222.05743700000002
MBOT,Microbot Medical Inc,US,1992-03-25,Health Care,15.28558
AN,AutoNation Inc,US,1997-06-20,Retail,5921.175744
NTRS,Northern Trust Corp,US,1980-03-17,Financial Services,18056.920432
PANA,Panacea Acquisition II Corp,US,2021-04-07,,240.1590069863013
ORIA,Orion Biotech Opportunities Corp,US,2021-05-13,,255.7500059824561
CCB,Coastal Financial Corp (EVERETT),US,2018-07-18,Banking,438.482253
INZY,Inozyme Pharma Inc,US,2020-07-24,Biotechnology,247.89245400000001
IBOC,International Bancshares Corp,US,1986-09-16,Banking,2624.987521
GRRR,Gorilla Technology Group Inc,KY,2021-05-10,Technology,63.6835
TGNA,Tegna Inc,US,1969-03-10,Media,3769.095379
CPF,Central Pacific Financial Corp,US,1987-08-28,Banking,464.141813
TGTX,TG Therapeutics Inc,US,1995-12-14,Biotechnology,2265.701165
DISH,DISH Network Corp,US,1995-06-21,Media,4658.203861000001
JBSS,John B Sanfilippo & Son Inc,US,1991-12-04,Food Products,1121.726504
GROM,Grom Social Enterprises Inc,US,2016-10-10,Media,3.3057440000000002
BIVI,BioVie Inc,US,2014-01-14,Biotechnology,260.65737399999995
PSHG,Performance Shipping Inc,GR,2011-01-01,Marine,8.262811
CNMD,Conmed Corp,US,1987-07-23,Health Care,3240.26036
GCO,Genesco Inc,US,1981-05-22,Retail,455.70997999999986
PNRG,Primeenergy Resources Corp,US,1980-03-17,Energy ,167.429194
FYBR,Frontier Communications Parent Inc,US,2021-05-04,Telecommunication,5403.131665
DUK,Duke Energy Corp,US,2012-07-03,Utilities,76807.809698
ORCC,Owl Rock Capital Corp,US,2019-07-18,Financial Services,4894.750497999999
MRVL,Marvell Technology Inc,US,2000-06-27,Semiconductors,33641.89352
AYI,Acuity Brands Inc,US,2001-11-14,Electrical Equipment,5045.124412999999
CXM,Sprinklr Inc,US,2021-06-23,Technology,3345.4815
WW,WW International Inc,US,2001-11-15,Diversified Consumer Services,294.370598
VUZI,Vuzix Corp,US,2009-12-23,Consumer products,249.670323
DXYN,Dixie Group Inc,US,1977-05-16,Consumer products,12.431924
EAST,Eastside Distilling Inc,US,2013-07-22,Beverages,4.1332
PFTA,Portage Fintech Acquisition Corp,CA,2021-07-15,,331.3417566471449
ZFOX,ZeroFox Holdings Inc,US,2020-11-19,Technology,192.099084
BELFA,Bel Fuse Inc,US,1983-12-06,Electrical Equipment,411.95916
CMND,Clearmind Medicine Inc,CA,2018-05-15,Pharmaceuticals,2.905711
GBNY,Generations Bancorp NY Inc,US,2021-01-13,Banking,24.083432000000002
FFIV,F5 Inc,US,1999-06-04,Communications,8820.299469
CPOP,Pop Culture Group Co Ltd,CN,2021-06-30,Media,18.297241
TILE,Interface Inc,US,1983-04-15,Commercial Services & Supplies,436.72693099999987
MUX,McEwen Mining Inc,CA,1980-05-07,Metals & Mining,431.11675999999994
TROW,T Rowe Price Group Inc,US,1986-01-04,Financial Services,24508.850948
HHLA,HH&L Acquisition Co,HK,2021-02-05,,534.5774939912748
CODA,Coda Octopus Group Inc,US,2001-07-12,Electrical Equipment,83.86347499999998
CZWI,Citizens Community Bancorp Inc,US,2004-03-30,Banking,111.642045
OHAA,OPY Acquisition I Corp,US,2021-10-27,,57.66134440864441
FLR,Fluor Corp,US,1980-03-17,Construction,4047.912630000001
MYSZ,My Size Inc,IL,2005-09-12,Technology,2.5855308
EDUC,Educational Development Corp,US,1980-03-18,Distributors,25.704204
GRWG,GrowGeneration Corp,US,2016-10-10,Retail,196.399415
MTRN,Materion Corp,US,1980-03-17,Metals & Mining,2311.145782
GHM,Graham Corp,US,1980-03-17,Machinery,144.783728
CFBK,CF Bankshares Inc,US,1998-12-30,Banking,126.500192
UFPI,Ufp Industries Inc,US,1993-11-10,Building,4686.781032
MVBF,MVB Financial Corp,US,2002-03-11,Banking,242.334348
WULF,Terawulf Inc,US,1993-10-27,Technology,186.082426
CC,Chemours Co,US,2015-06-19,Chemicals,4226.087782000001
ISUN,iSun Inc,US,2016-04-26,Construction,12.919771
BECN,Beacon Roofing Supply Inc,US,2004-09-23,Trading Companies & Distributors,3527.4708590000005
NOW,ServiceNow Inc,US,2012-06-29,Technology,96045.39099099998
NECB,Northeast Community Bancorp Inc,US,2006-07-06,Banking,205.078366
NMRK,Newmark Group Inc,US,2017-12-15,Real Estate,1236.8929900000005
ARYE,ARYA Sciences Acquisition Corp V,US,2021-07-13,,196.565694
COEP,Coeptis Therapeutics Holdings Inc,US,2020-12-17,Biotechnology,26.573344
WSO.B,Watsco Inc,US,1994-06-16,Trading Companies & Distributors,11723.388634
ATY,AcuityAds Holdings Inc,CA,2012-07-17,Media,119.86681899999999
LMST,Limestone Bancorp Inc,US,2006-09-22,Banking,169.754187
CEAD,CEA Industries Inc,US,2011-03-24,Building,7.187971000000001
OPK,OPKO Health Inc,US,1995-11-02,Health Care,1128.070224
PXD,Pioneer Natural Resources Co,US,1993-01-13,Energy ,48918.464806
BLX,Foreign Trade Bank of Latin America Inc,PA,1992-09-24,Financial Services,633.3678119999997
LVLU,Lulu's Fashion Lounge Holdings Inc,US,2021-11-11,Retail,82.507612
BL,Blackline Inc,US,2016-10-28,Technology,3665.877975
DPRO,Draganfly Inc,CA,2019-11-05,Aerospace & Defense,54.147512
BRSH,Bruush Oral Care Inc,CA,2022-08-03,Consumer products,2.14613
NVEE,NV5 Global Inc,US,2013-03-27,Professional Services,1480.777722
CULP,Culp Inc,US,1983-08-31,"Textiles, Apparel & Luxury Goods",64.75892699999999
PPYA,Papaya Growth Opportunity Corp I,US,2022-01-14,,391.50148
CCSI,Consensus Cloud Solutions Inc,US,2021-09-30,Technology,691.263431
SEE,Sealed Air Corp,US,1979-05-31,Packaging,6747.481169999999
MTRX,Matrix Service Co,US,1990-09-26,Construction,140.59528400000002
SCHW,Charles Schwab Corp,US,1987-09-22,Financial Services,90919.577813
THC,Tenet Healthcare Corp,US,1981-05-22,Health Care,6239.742746
ESE,ESCO Technologies Inc,US,1990-10-01,Machinery,2370.214466
HCC,Warrior Met Coal Inc,US,2016-12-29,Metals & Mining,1835.7276990000007
CVLT,Commvault Systems Inc,US,2006-09-22,Technology,2604.140804
GATE,Marblegate Acquisition Corp,US,2021-10-01,,415.4386193905986
BBDC,Barings BDC Inc,US,2007-02-15,Financial Services,829.875281
IMMR,Immersion Corp,US,1999-11-12,Technology,271.1621999999999
JAN,Janone Inc,US,2006-02-22,Commercial Services & Supplies,3.581318
PNT,POINT Biopharma Global Inc,US,2020-07-10,Biotechnology,783.10863
III,Information Services Group Inc,US,2007-02-01,Technology,245.913164
TD,Toronto-Dominion Bank,CA,1996-08-30,Banking,145098.403891
LIVN,LivaNova PLC,GB,2015-10-19,Health Care,2305.955907
IMTX,Immatics NV,DE,2020-07-02,Biotechnology,493.759264
KTCC,Key Tronic Corp,US,1983-06-23,Electrical Equipment,75.871195
GLW,Corning Inc,US,1945-05-21,Electrical Equipment,28867.811177999996
DPCS,DP Cap Acquisition I Corp,US,2021-11-09,,300.72500099999996
HTLD,Heartland Express Inc,US,1986-11-05,Road & Rail,1206.152256
DKNG,DraftKings Inc,US,2019-07-03,"Hotels, Restaurants & Leisure",8201.605808
ATXI,Avenue Therapeutics Inc,US,2017-06-27,Pharmaceuticals,8.708768
ROST,Ross Stores Inc,US,1985-08-08,Retail,36332.3848
FG,F&G Annuities & Life Inc,US,2022-11-21,Insurance,2223.550239
IPG,Interpublic Group of Companies Inc,US,1971-08-23,Media,14245.136599000001
GSHD,Goosehead Insurance Inc,US,2018-04-27,Insurance,1826.130379
THFF,First Financial Corp,US,1992-03-03,Banking,432.07944600000013
BAH,Booz Allen Hamilton Holding Corp,US,2010-11-17,Professional Services,12649.541935999998
FEAM,5E Advanced Materials Inc,US,2022-03-01,Metals & Mining,203.527697
NOG,Northern Oil and Gas Inc,US,2006-02-21,Energy ,2777.3538450000005
ABEO,Abeona Therapeutics Inc,US,1980-09-19,Biotechnology,49.76220200000001
RENE,Cartesian Growth Corporation II,US,2022-05-06,,301.299987
NPAB,New Providence Acquisition Corp II,US,2021-11-05,,324.68750700337034
PNW,Pinnacle West Capital Corp,US,1961-08-28,Utilities,9086.861528
BDTX,Black Diamond Therapeutics Inc,US,2020-01-30,Biotechnology,59.464264
INBX,Inhibrx Inc,US,2020-08-19,Biotechnology,747.260806
NVRO,Nevro Corp,US,2014-11-06,Health Care,1232.7154480000002
INDI,indie Semiconductor Inc,US,2019-10-04,Semiconductors,1335.3356119999999
AMV,Atlis Motor Vehicles Inc,US,2022-09-27,Machinery,19.8313
IVAC,Intevac Inc,US,1995-11-21,Technology,184.19822299999998
EDTX,EdtechX Holdings Acquisition Corp II,GB,2020-12-11,,34.30031950934579
AYTU,Aytu Biopharma Inc,US,2017-10-20,Pharmaceuticals,7.896909
CMS,CMS Energy Corp,US,1947-02-03,Utilities,18148.672121
URGN,Urogen Pharma Ltd,IL,2017-05-04,Biotechnology,206.276591
GTES,Gates Industrial Corporation PLC,US,2018-01-25,Machinery,3634.282683999999
FLNC,Fluence Energy Inc,US,2021-10-28,Electrical Equipment,3525.189833
HALO,Halozyme Therapeutics Inc,US,2003-01-30,Biotechnology,5188.611678000001
SQFT,Presidio Property Trust Inc,US,2020-10-06,Real Estate,13.728957999999999
DAN,Dana Inc,US,2008-01-02,Auto Components,2054.5390309999993
FATH,Fathom Digital Manufacturing Corp,US,2021-02-05,Machinery,88.37518000000001
MMI,Marcus & Millichap Inc,US,2013-10-31,Real Estate,1249.1361359999999
MEKA,MELI Kaszek Pioneer Corp,US,2021-09-29,,304.08673999999996
OCEA,Ocean Biomedical Inc,US,2021-09-15,,173.93851100000003
DIS,Walt Disney Co,US,1957-11-12,Media,182625.92311
GB,Global Blue Group Holding Ltd,CH,2018-06-14,Financial Services,1072.40144
VRNT,Verint Systems Inc,US,2002-05-16,Technology,2407.616851
LEN,Lennar Corp,US,1972-07-27,Consumer products,29011.747077999997
KOS,Kosmos Energy Ltd,US,2011-05-11,Energy ,3497.441382
NVCN,Neovasc Inc,CA,2001-05-23,Health Care,109.932934
OP,Oceanpal Inc,GR,2021-11-18,Marine,8.009336
MGEE,MGE Energy Inc,US,1980-03-17,Utilities,2858.7146699999994
PTIX,Protagenic Therapeutics Inc,US,1996-12-18,Biotechnology,8.081102
MCO,Moody's Corp,US,1998-06-19,Financial Services,54707.18219400001
FWRD,Forward Air Corp,US,1993-11-16,Logistics & Transportation,2704.7696739999997
MOTS,Motus GI Holdings Inc,US,2018-02-14,Health Care,3.794311
NAMS,NewAmsterdam Pharma Company NV,NL,2022-11-23,Biotechnology,1105.9507040000003
FDBC,Fidelity D&D Bancorp Inc,US,1993-10-27,Banking,254.8963560143656
VRME,VerifyMe Inc,US,2001-06-29,Electrical Equipment,17.319279
JAGX,Jaguar Health Inc,US,2015-05-13,Pharmaceuticals,2.234045
INGR,Ingredion Inc,US,1997-12-11,Food Products,6705.613888
NVST,Envista Holdings Corp,US,2019-09-18,Health Care,6282.780953000001
CRI,Carter's Inc,US,2003-10-24,"Textiles, Apparel & Luxury Goods",2647.0751949999994
HI,Hillenbrand Inc,US,2008-03-19,Machinery,3049.995995000001
NTWK,NetSol Technologies Inc,US,1998-09-24,Technology,30.24099700000001
PDLB,Ponce Financial Group Inc,US,2017-10-02,Banking,189.708512
VGR,Vector Group Ltd,US,1987-10-08,Tobacco,1914.6928520000006
ECX,Ecarx Holdings Inc.,CN,2021-05-30,Auto Components,2028.7665739999998
MKC,McCormick & Company Inc,US,1980-03-17,Food Products,23006.979147
CRDO,Credo Technology Group Holding Ltd,KY,2022-01-27,Semiconductors,1338.588166
ULBI,Ultralife Corp,US,1992-12-23,Electrical Equipment,62.76654700000001
VIRX,Viracta Therapeutics Inc,US,2005-09-27,Biotechnology,56.079966000000006
NEGG,Newegg Commerce Inc,US,2010-04-22,Retail,442.81370599999997
JFBR,Jeffs Brands Ltd,IL,2022-08-26,Retail,5.87803
MDLZ,Mondelez International Inc,US,2001-06-13,Food Products,96862.958323
EML,Eastern Co,US,1980-03-17,Machinery,118.839749
DINO,HF Sinclair Corp,US,1980-03-17,Energy ,9073.623885999998
TMHC,Taylor Morrison Home Corp,US,2013-04-10,Consumer products,3932.3233950000003
LEV,Lion Electric Co,CA,2021-05-07,Machinery,382.386601
CALB,California BanCorp,US,2017-06-30,Banking,153.49463100000003
AVA,Avista Corp,US,1981-05-22,Utilities,3299.0751759999994
LAD,Lithia Motors Inc,US,1996-12-18,Retail,5777.152879999999
WGO,Winnebago Industries Inc,US,1980-03-17,Automobiles,1691.5935750000006
ALIM,Alimera Sciences Inc,US,2010-04-22,Pharmaceuticals,14.815543
FUL,H.B. Fuller Company,US,1980-03-17,Chemicals,3450.416474
AMTX,Aemetis Inc,US,2006-06-01,Energy ,74.403808
MKSI,MKS Instruments Inc,US,1999-03-30,Semiconductors,5534.2152590000005
CIDM,Cinedigm Corp,US,2006-04-18,Media,74.484543
WNNR,Andretti Acquisition Corp,US,2022-01-13,,302.1624969957122
IBP,Installed Building Products Inc,US,2014-02-13,Consumer products,3025.1042620000003
TCX,Tucows Inc,CA,1996-04-30,Technology,185.188062
MHO,M/I Homes Inc,US,1993-11-03,Consumer products,1647.927772
TLGA,TLG Acquisition One Corp,US,2021-01-28,,135.181341
ALB,Albemarle Corp,US,1994-02-22,Chemicals,22816.100945999995
PGR,Progressive Corp,US,1987-01-06,Insurance,86214.73761599997
WTM,White Mountains Insurance Group Ltd,US,1985-10-23,Insurance,3502.106904000001
MCVT,Mill City Ventures III Ltd,US,2009-05-27,Financial Services,13.978676
UTRS,Minerva Surgical Inc,US,2021-10-22,Health Care,45.742637
NFYS,Enphys Acquisition Corp,US,2021-10-05,,440.306252
SLS,Sellas Life Sciences Group Inc,US,2008-03-12,Biotechnology,43.868879
YTEN,Yield10 Bioscience Inc,US,2006-11-10,Biotechnology,15.171513000000001
LW,Lamb Weston Holdings Inc,US,2016-10-31,Food Products,15374.011357999998
CRNT,Ceragon Networks Ltd,IL,2000-08-04,Communications,139.494684
POWI,Power Integrations Inc,US,1997-12-12,Semiconductors,4459.782701
SOPA,Society Pass Inc,US,2021-11-09,Media,27.353678000000002
SNAP,Snap Inc,US,2017-03-02,Media,16698.976422000003
ACN,Accenture PLC,IE,2001-07-19,Technology,186653.217659
KD,Kyndryl Holdings Inc,US,2021-10-22,Technology,3294.273029
TLRY,Tilray Brands Inc,US,2018-07-19,Pharmaceuticals,1600.285976
WVVI,Willamette Valley Vineyards Inc,US,1994-09-13,Beverages,29.985754999999997
FRAF,Franklin Financial Services Corp,US,1993-10-27,Banking,131.964698
PCYO,Pure Cycle Corp,US,1994-04-13,Utilities,223.315673
MYNZ,Mainz Biomed NV,DE,2021-11-04,Biotechnology,77.9449
RENT,Rent the Runway Inc,US,2021-10-27,Retail,179.229204
TZOO,Travelzoo,US,2002-08-28,Media,88.533404
PRLH,Pearl Holdings Acquisition Corp,US,2021-11-25,,260.99998999999997
CUTR,Cutera Inc,US,2004-03-31,Health Care,462.72914100000014
AXR,AMREP Corp,US,1980-03-17,Real Estate,75.64651799999999
ATLO,Ames National Corp,US,2000-03-13,Banking,182.630897
IPAR,Inter Parfums Inc,US,1984-09-16,Consumer products,4444.577516999999
AIB,AIB Acquisition Corp,US,2022-01-19,,118.14836200000002
KRMD,KORU Medical Systems Inc,US,1993-10-27,Health Care,183.44224500000004
CG,Carlyle Group Inc,US,2012-05-03,Financial Services,10642.478758999998
ESAC,ESGEN Acquisition Corp,US,2021-10-20,,102.863827
INTA,Intapp Inc,US,2021-06-30,Technology,2877.118998
RMGC,RMG Acquisition Corp III,US,2021-02-05,,605.561226
RBKB,Rhinebeck Bancorp Inc,US,2019-01-17,Banking,87.920304
NXPL,NextPlat Corp,US,1999-03-15,Telecommunication,28.593231
BRC,Brady Corp,US,1984-06-29,Commercial Services & Supplies,2560.460829
SIRI,Sirius XM Holdings Inc,US,1968-01-16,Media,15523.096985
CFRX,ContraFect Corp,US,2014-07-29,Biotechnology,1.8477860000000002
DRVN,Driven Brands Holdings Inc,US,2021-01-15,Commercial Services & Supplies,4934.402796
QFTA,Quantum FinTech Acquisition Corp,US,2021-02-05,,107.50839199999999
MRAM,Everspin Technologies Inc,US,2016-10-07,Semiconductors,135.32111
FIVN,Five9 Inc,US,2014-04-04,Technology,5158.472462
AGFY,Agrify Corp,US,2021-01-27,Machinery,1.266657
SURG,Surgepays Inc,US,2007-07-24,Telecommunication,69.902777
LPTX,Leap Therapeutics Inc,US,2017-01-24,Biotechnology,36.812619
ARCH,Arch Resources Inc,US,2016-10-05,Energy ,2295.442624
GRCY,Greencity Acquisition Corp,CN,2020-07-24,,20.690518
SURF,Surface Oncology Inc,US,2018-04-19,Biotechnology,40.194568
DENN,Denny's Corp,US,1997-11-19,"Hotels, Restaurants & Leisure",617.288633
ORIC,Oric Pharmaceuticals Inc,US,2020-04-24,Biotechnology,261.078123
PPIH,Perma-Pipe International Holdings Inc,US,1989-12-15,Machinery,86.769892
TLF,Tandy Leather Factory Inc,US,1993-09-27,Retail,36.605763
KAMN,Kaman Corp,US,1980-03-17,Aerospace & Defense,616.435618
ONB,Old National Bancorp,US,1984-06-20,Banking,4071.629646
MHUA,Meihua International Medical Technologies Co Ltd,CN,2022-02-16,Health Care,115.39080699999998
VRNS,Varonis Systems Inc,US,2014-02-28,Technology,2719.460157
ELOX,Eloxx Pharmaceuticals Inc,US,2012-11-23,Pharmaceuticals,12.218247
SGHL,Signal Hill Acquisition Corp,US,2022-02-11,,133.771254
PRO,Pros Holdings Inc,US,2007-06-28,Technology,1208.2929469999995
IMAQ,International Media Acquisition Corp,US,2021-08-02,,89.54538700000002
BLZE,Backblaze Inc,US,2021-11-11,Technology,176.541819
AGRI,AgriFORCE Growing Systems Ltd,CA,2021-07-08,Food Products,11.983063000000001
OABI,OmniAb Inc,US,2020-10-09,Life Sciences Tools & Services,433.441973
TPST,Tempest Therapeutics Inc,US,2012-10-04,Biotechnology,25.664931
KEX,Kirby Corp,US,1981-05-22,Marine,4064.215832
SLNG,Stabilis Solutions Inc,US,1992-03-05,Energy ,60.83106
HZO,MarineMax Inc,US,2005-02-17,Retail,584.1452780000001
CSTR,CapStar Financial Holdings Inc,US,2016-09-22,Banking,315.171608
DMS,Digital Media Solutions Inc,US,2018-04-05,Media,51.18811199999999
LEG,Leggett & Platt Inc,US,1979-06-25,Consumer products,4083.377252
USEG,US Energy Corp,US,1980-03-17,Energy ,35.533814
THRN,Thorne Healthtech Inc,US,2021-09-23,Consumer products,256.50895299999996
GRPN,Groupon Inc,US,2011-11-04,Retail,121.90798999999998
AVGO,Broadcom Inc,US,2009-08-06,Semiconductors,259593.344442
BR,Broadridge Financial Solutions Inc,US,2007-03-22,Professional Services,16618.253506999998
FMC,FMC Corp,US,1948-09-10,Chemicals,14627.954705000002
CSV,Carriage Services Inc,US,1996-08-09,Diversified Consumer Services,425.722916
SMID,Smith-Midland Corp,US,1995-12-13,Construction,102.5209
GVP,GSE Systems Inc,US,1995-07-27,Technology,12.532821
OPRT,Oportun Financial Corp,US,2019-09-26,Financial Services,118.64047700000002
RBLX,Roblox Corp,US,2021-03-10,Media,27957.241883
VMAR,Vision Marine Technologies Inc,CA,2020-11-24,Leisure Products,36.80141900000001
GE,General Electric Co,US,1892-06-23,Industrial Conglomerates,101957.21464600001
CFMS,Conformis Inc,US,2015-07-01,Health Care,12.068038
GPN,Global Payments Inc,US,2001-01-12,Financial Services,27657.490541000003
GEO,Geo Group Inc,US,1994-07-27,Commercial Services & Supplies,1006.5620709999997
CSX,CSX Corp,US,1980-11-03,Road & Rail,61919.41711599999
TTD,Trade Desk Inc,US,2016-09-21,Media,29847.992425000004
DAVE,Dave Inc,US,2021-03-05,Technology,68.76818100000001
CRDL,Cardiol Therapeutics Inc,CA,2018-12-20,Pharmaceuticals,40.346796000000005
NFBK,Northfield Bancorp Inc,US,2007-11-08,Banking,537.331647
MKFG,Markforged Holding Corp,US,2020-08-20,Machinery,172.441529
PGSS,Pegasus Digital Mobility Acquisition Corp,US,2021-10-22,,293.765616
HOTH,Hoth Therapeutics Inc,US,2019-02-15,Pharmaceuticals,6.637247
EXTR,Extreme Networks Inc,US,1999-04-09,Communications,2435.088932
FIXX,Homology Medicines Inc,US,2018-03-28,Biotechnology,58.255216000000004
VRSK,Verisk Analytics Inc,US,2009-10-07,Professional Services,29457.182818
ESGR,Enstar Group Ltd,BM,1997-04-01,Insurance,4108.817725
PFE,Pfizer Inc,US,1944-01-17,Pharmaceuticals,233191.60034200002
FDX,FedEx Corp,US,1978-12-28,Logistics & Transportation,58338.78773
CLPT,Clearpoint Neuro Inc,US,2019-07-03,Health Care,215.33122999999998
WISH,ContextLogic Inc,US,2020-12-16,Retail,284.949998
AIZ,Assurant Inc,US,2004-02-04,Insurance,6261.993237
SAH,Sonic Automotive Inc,US,1997-11-12,Retail,1824.4704159999994
HUDI,"Huadi International Group Co., Ltd.",CN,2021-01-22,Metals & Mining,42.717545
LILA,Liberty Latin America Ltd,US,2015-07-10,Telecommunication,1724.0249829999998
BAOS,Baosheng Media Group Holdings Ltd,CN,2021-02-08,Media,5.320396
AGRO,Adecoagro SA,LU,2011-01-28,Food Products,933.0779089999997
BIAF,bioAffinity Technologies Inc,US,2022-08-26,Biotechnology,14.7511
CNFR,Conifer Holdings Inc,US,2015-08-13,Insurance,18.934565
AIRS,Airsculpt Technologies Inc,US,2021-10-29,Health Care,261.629518
TAYD,Taylor Devices Inc,US,1980-11-05,Machinery,71.44634
RLYB,Rallybio Corp,US,2021-07-29,Biotechnology,186.94836000000004
WALD,Waldencast PLC,US,2021-03-18,Consumer products,989.5960350000003
NYT,New York Times Co,US,1980-03-17,Media,6440.069577
NRDS,NerdWallet Inc,US,2021-11-04,Financial Services,1108.0486019999998
HTCR,Heartcore Enterprises Inc,JP,2022-02-10,Technology,15.3554
BHG,Bright Health Group Inc,US,2021-06-24,Insurance,126.381423
ADNT,Adient PLC,IE,2016-10-17,Auto Components,3607.463637
TFII,TFI International Inc,CA,2002-09-30,Road & Rail,13002.569798
DOCU,DocuSign Inc,US,2018-04-27,Technology,11401.566048999995
CION,Cion Investment Corp,US,2021-01-19,Financial Services,535.852
IGIC,International General Insurance Holdings Ltd,JO,2018-04-10,Insurance,406.53668999999996
CPK,Chesapeake Utilities Corp,US,1980-03-17,Utilities,2314.900254000001
RCM,R1 RCM Holdco Inc,US,2010-05-20,Health Care,6124.927096
CGTX,Cognition Therapeutics Inc,US,2021-10-08,Pharmaceuticals,52.380032
INFI,Infinity Pharmaceuticals Inc,US,2000-07-27,Biotechnology,13.24342
AAN,Aaron's Company Inc,US,2020-11-25,Retail,302.82842299999993
CVX,Chevron Corp,US,1921-06-24,Energy ,319653.87611300003
USIO,Usio Inc,US,1999-12-09,Financial Services,45.658705
UAA,Under Armour Inc,US,2005-11-18,"Textiles, Apparel & Luxury Goods",3816.085425000001
BG,Bunge Ltd,US,2001-08-07,Food Products,13862.192618999998
AKRO,Akero Therapeutics Inc,US,2019-06-20,Biotechnology,1741.214556
STRM,Streamline Health Solutions Inc,US,1996-04-18,Health Care,99.904485
COO,Cooper Companies Inc,US,1983-01-21,Health Care,18412.343695
MNTV,Momentive Global Inc,US,2018-09-26,Technology,1407.444218
DD,Dupont De Nemours Inc,US,2017-09-01,Chemicals,31918.663175
GRNA,Greenlight Biosciences Holdings PBC,US,2021-01-14,Biotechnology,64.54039599999999
TGAN,Transphorm Technology Inc,US,2020-07-27,Semiconductors,203.55019
VCYT,Veracyte Inc,US,2013-10-30,Biotechnology,1564.9256289999998
TCBX,Third Coast Bancshares Inc,US,2021-11-09,Banking,203.828272
ICHR,Ichor Holdings Ltd,US,2016-12-09,Semiconductors,857.1011980000001
GLYC,GlycoMimetics Inc,US,2014-01-10,Biotechnology,81.59143299999998
ROP,Roper Technologies Inc,US,1992-02-13,Technology,46290.194417
TSQ,Townsquare Media Inc,US,2014-07-24,Media,143.13104099999998
ADN,Advent Technologies Holdings Inc,US,2018-11-16,Electrical Equipment,56.44258000000001
PTMN,Portman Ridge Finance Corp,US,2006-12-12,Financial Services,216.48
OSPN,OneSpan Inc,US,1998-03-20,Technology,706.4233700000002
NR,Newpark Resources Inc,US,1990-09-06,,358.80307
HAYN,Haynes International Inc,US,2007-03-20,Metals & Mining,598.316279
COOK,Traeger Inc,US,2021-07-29,Consumer products,424.337834
SCS,Steelcase Inc,US,1998-02-17,Commercial Services & Supplies,901.6272370000003
SYNA,Synaptics Inc,US,2002-01-29,Semiconductors,3946.667589
PCVX,Vaxcyte Inc,US,2020-06-12,Biotechnology,2918.029706
MCD,McDonald's Corp,US,1965-04-21,"Hotels, Restaurants & Leisure",206933.182404
SDRL,Seadrill Ltd,BM,2022-04-28,,19625.0
AMKR,Amkor Technology Inc,US,1998-05-01,Semiconductors,5913.80209
ALVO,Alvotech SA,LU,2020-11-09,Biotechnology,3465.010424
SIG,Signet Jewelers Ltd,BM,1988-07-14,Retail,3254.615873
PLUG,Plug Power Inc,US,1999-10-28,Electrical Equipment,5500.766445
ATEC,Alphatec Holdings Inc,US,2006-06-02,Health Care,1756.648071
MSBI,Midland States Bancorp Inc,US,2016-05-24,Banking,455.66431600000004
NESR,National Energy Services Reunited Corp,US,2017-05-17,,440.635139
UBER,Uber Technologies Inc,US,2019-05-10,Road & Rail,62668.904130999996
DTM,DT Midstream Inc,US,2021-06-18,Energy ,4705.86757
EMBK,Embark Technology Inc,US,2021-01-13,Technology,59.72578099999999
EE,Excelerate Energy Inc,US,2022-04-13,Energy ,2476.2620690000003
CW,Curtiss-Wright Corp,US,1980-03-17,Aerospace & Defense,6634.157817000001
ENR,Energizer Holdings Inc,US,2015-06-12,Consumer products,2317.804782000001
THMO,Thermogenesis Holdings Inc,US,1987-06-05,Health Care,3.5329589999999995
HONE,HarborOne Bancorp Inc,US,2016-06-30,Banking,593.301783
PHM,Pultegroup Inc,US,1983-06-29,Consumer products,13048.518166
FAT,FAT Brands Inc,US,2017-10-23,"Hotels, Restaurants & Leisure",112.08058200000002
KXIN,Kaixin Auto Holdings,CN,2017-10-30,Retail,88.80256199999998
GRAB,Grab Holdings Ltd,SG,2020-10-01,Road & Rail,11635.19989
PAAS,Pan American Silver Corp,CA,1984-10-09,Metals & Mining,9544.660679999999
DRUG,Bright Minds Biosciences Inc,CA,2021-02-08,Biotechnology,11.41332
AEHR,Aehr Test Systems,US,1997-08-15,Semiconductors,764.217545
ITIC,Investors Title Co,US,1986-12-03,Insurance,282.31875299999996
ITCI,Intra-Cellular Therapies Inc,US,2014-01-31,Pharmaceuticals,5650.103855000001
CNDB,Concord Acquisition Corp III,US,2021-11-04,,432.9706975298702
HA,Hawaiian Holdings Inc,US,1995-06-21,Airlines,438.36638099999993
